Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"wYrmaeTQVckgzWLoIVTveQQKIWMYgTddjjuUbOY",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","WINvQOCUMSRZYHXwIfRuXIIfNYQEMfu+XBVjIxI","GQRoVWSpKQeankNnLAuZXrihXTfzTGQjoTZLjY/"
"AgUtSLNHQYhJWTXtGQWcQXtsXZ+JoTyJVCqRQRd","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","mSSCReVdWtjrRNYyiyesGxKiDriWPRQeet+jYjr","mdSYHAxumGYXERfI/hZzoefqfigxEpNhVVzJKvX"
"NrMonrtdLFSFGuTPzpTYDhbjGMXrlLAXKTdEW+V","1018",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","nRRBzmvXPXfrKPRMTzMZGnhRJX+IkjBVVrmSBdY","JRClzzQHVYwwtdsOvwzbSSpKbersMZ/lI/WrqTT"
"Rhz/BmQELTdDBLmbyp+YadwgQXQSlsTc+Xf/BGD","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","kZOWhhyYkwzJqQzNRQwlpUVBIRdHoiWVkX+XdBm","RXgwkSbZbRXgDuPrAvXezUGZlUkQcnXQibimSvR"
"Qc+LZfIIQbdkzWTJVRrGuleHNDHjlNvHRZ/rpUY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","dUqZBtRHZvgPkDo/KLsrlILlPFbg/dzVVVTkhFX","wCZrlrOXaGIKsEsPvipUQDqJdICOWSrluINmMdJ"
"oXaARESftUQeKvIdKaqeXSjkQIUHZUFiTFsRTWd","1000",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","lJYHjAXpyQAVCZhpDQqjVVNJWKIy/JZZSZKBYOF","dpQoQQQjRruoKf+XUyVA+MghURWIfVKWYIqZymQ"
"ezBDnQHXiROfrFoygxSWhcjTWsYhesrZuVAuOpp","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5081","SyVDbVtQNMvJIdgN/sKjWxYVEOsAZZHxfZpRlXh","JJShVctFfimhjNRdiJeNYuEiULiTbxoEGvvsFwg"
"sIkeoVyFSwrVoHKTjmYoiYdrbvvUWuvAxqRYMQX",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","gCeIRdJUPvdGYYkcfZSQiccMlKRL/vSmsePKGdl","PAxVPcXYRTQFhTLcInVZhxcfNYRQtXSRRQxTx/h"
"qRxfWFScBXzCPiAHCSQESuvRNpTDJECguZsTKQS","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","sfPHwNrkQSuyVSBTGWPcKHUHMuQcQEQRbwpQV/w","FWBDTYBHHUdTXQbIUtOWSTztUeWcAxdTcTHmPIG"
"TtWe+WydJhSpeZWdPvxQwSwYu+uVVPYLfGoBXdh","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5081","RtTlJUImWnNLSOsfAkwbD+lnZqqeYUTSddoguui","TfVi+KOTVSDmQTSVVsYAfSVYUsdsjSAYHOVzAmL"
"JhuRPmjNWSCRGDFsBReXQgPVUrqZnKVHhKQqstG","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","ETfxlbKQTMsUNVDXMtvUzICHMEQtQsJSWhLjSUn","UXHKZIQseET+IeMHBSbBSdTWeazzHZkYMUPurZO"
"HQUhmYueoExLZDNoUoocuUXOLNY+vRsrrZ/+dMF","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","InQQSDimzGilaDPQ/WunuVmMTXBTsZTLZvyGArC","DRWyUqBPAUCgdhpswNPGUCdPGPtEoMXbPgmyDzx"
"vS/PGbOgUnqMV+DTQlicGBTmQMgKKTrQnMwDTlC","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","LCrYLoZfpnfRmINpjafrxyF/ZWiPDhsHxZDq+Ye","TJvyervXIc+QGRJw/XCpETZOiXAdiDkVmiaXZVA"
"yjDFOZNpPaqJSSbbfQWdydwmdvcGYwHZSpDWtJY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","CYOMNGFjZYxblckNYdHD+/zLDsweQUuCaRSZrBn","YDasnNKLVvs+hBsrZpVDpSyyVGTUUsZNzJQSpMh"
"FfSiZClSZyYLTrVtXWefZkUARvYSXKHEwYmMUnJ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","hMpRVrcUVZuwNVGmEdhDThuZdTCLeJYThkYlMwf","JVZqZNUccThjIEAOvRVSRBUZmTuyRlDty+QlmbJ"
"VXPGRKoYdVgBDjuHPMunZFWUmjK/YIWKViKadRV","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1622","zHQSDqQSnYwS+voRRolNXVwZNlgMjHPHXzL/hdK","UTjMVaSDddJfhdkCYWKlTqLyiXvTMxvXXSUrVVv"
"lXTTVVbYBBxZRwgHYSIWoYEJUjMCojkxXJSirAB","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09C5485","ZQRsIZrdhQ+DyZlBjIaDIYBsrjbEdyeKTaFZYcM","ZTFHFSucpOUSWQNUZhoCcRfYJRStywkjWWGAoSG"
"rettOytZWbIkQGYYNsSKiiELUGNZUYUdgFeELv/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5083","jVlAXpMgVLulsHwxBTfSvUHHXQZFw+xuYaaNdl+","XYwTXScYUFZcvHVKTWoIEeWjytEXHJKylbqJXYs"
"ROc/CIJHhq/HR+lfLeKGsUyLkm/YTtTUegRcWTe",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","'+YygfWAXySCZJHQfiqZLTCKJoVpVmUYaXrBRyQK","BRUQniZqy/EPWdhqbcjYoRSufoTL/AEZJNUrtKG"
"PgXPUCKJqb+PWzSUWBLnZcroEvmlQIbxnMjTvaU",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","WWBRjUXQUKUXY+ikzPivHW/vSTpSRv+QTOeTKbi","pragsFnpqYreTjuPQVQkTnhHlWlmpvHcXTdJyES"
"QPEUEUgfXXXmBZZbtbwXIlCAoTzUSOyJhSOWpKQ","1118",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5083","DFVJdCCFNAGcbSTvwvzzTXQMQsMKxpkRJdOblrE","kMSUquSldZviMbPGwTCLtEsJRzMeDHjRjs+WXCT"
"GWRkruWGEdrDDTtVEQlLCOmrLYPdYwPjWnUpiNB","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","ACUIERZYVSvuQUQLXSZlhTBGVO/X/R+nZyTwRQS","ERNQqfUdGfGUnQSVnCJAWYGBRiknKCsPWXkuswl"
"/QVObDVX+gXOXevFLkjYdQrwqyhmSUQSPktjxSJ",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","NpyLpcYxhvhYyIQdSPdyZWUlVJnSzqUZOtljWYX","SUMATuVBA+JSSXeJVRjGXvusbItWEWilQTwGQUD"
"dUdqYydZWaSVBAIEQNRnYSzXacswdbDsBzMwYKm","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","TNhMUgsTtOSNQYzmtstbnHdSxGTPZFLVVSbowYO","PVKixNDqXUU/RaRWYCWJafc+UECQmG+UXgnvRfQ"
"UWalggETSg+KXClWYQiTGbKTHCUBjSV/ZSLxRCB",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","UgNbROwYzZFeUWgZhtbHUPHiWfSSnXteRaFfycU","ybb/mPVcweZXvkdJTEYfBMvJVp/ZIXIuHLjyYyB"
"P/lPLsFQUGBgBbrUAvp+GfSXU+l/QeYHebkk+eO",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","gXTkYUwyrJzUXMPIAYUOniLCcPXKT/dcQyjYPUr","hS/uXQFcgPgkQSnAfLYOtRTBWkIDWJZpqpGpVaR"
"ZWVmnFoUWUQhZmQnDynHOdxsTMZodYBwyxWGZIU",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","IpcJXxuoiSmwHxcm/QVSxZTSJyZYkaUOShmOYfR","VWgSQiMMjJQ/SSMDSBnaWqYXHtFIiBSPRlMqVxK"
"lfSWheNsXsjnuiXZCwuXapRULeJUeYhjSJYTccY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C1621","SSMUVpbZCXYiaxRTvlYeSX+MVWTX/Ut+hhHlttP","'+kfRflIIdKBKeAGJvZZJizVmUMxXGolzSPrwqQR"
"SZcpoPZDckWkYDETSlYBVUEZbPn++FKkHJ+fKn+","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","xShKJYMaIaHmxTyYJcVTObdXBPXHXGOwMXHERTE","KVCsMoWKEzXQIhSYPIRDRVKgbtVYHcTDhdTjSbY"
"AVRYVrXZqAYRLYOMlLORn+jT+LJgnvdlyUCzEVq","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","QFRZCZqy/WCVWeWKXvSAMeaWDdJdarMkwVkTGmX","zRzKNW+nmWTSOUKTuYETZSPZSZCRQcjOzREedLu"
"vskZFLGUCjXQnhoFObRFciWSGVThxLhwOQ+LoRU","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C1621","JucSTyZtbSifVNyORRySypYy+YFpCbbVrbXukYk","jzXYmXacAXx/BSvKtN+vqYYVABWcdVEiKjjEfYY"
"'+mReRjpjQENjDZTa/eWGg/vRVYOxYHmSrcoIaQE","LAND",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","AAA 013","Gemischte Landwirtschaft","J09C6504","QfIXYqoLbUtUScxHvnCGeDXfFNxqVBJNgYIOVnp","ZNSQvXsSBYYkZVJHlXmxVId+uMXuVOWQuvajXYU"
"XRVsSQrXV+Xh/BFJ+ClQxFaDqYQVXnzWsDIKzVV","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 998","Leerstehende Gewerberäume","J09C5081","XplbMoHQshYLWYPbRRyH/tpgOrVLmlUoHYUtIDu","c+uTftmkd+QVcfZYUoWpaLjVRnWLhvaSSZSa/kr"
"zRhWaKGyW/zSgVLBWgJoBnIKIPJwmnhrKWeUbvj",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","ocZzuA+UZOERErTdEVqR/ZfzLLVWkVMqzpfKCWR","iUJmWvJDNocsRtAwRKzOStrChTkbljpSFSrNhCe"
"fjPZQdrysLUKlWYcbKcv/fNkWaxMQMKXdUSweZY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","'+xZL/PSgzdWoBtUOXgxzQKOqg+sRSrJWXeMmvVz","IEaXegAywNnPRjv+TQRVLoOSWNQGcyUyWlZdlYD"
"oAAhxvQSmTXhRDStQbwURlDhYCohpRSRaURlTnQ","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","lJYimSvxWQVDVdgMqVfDLeXxOuSCWZaSERTnQLj","XSjKPepudNaPXXvAXoEGr/QkHAZyVZkMqLSVyck"
"baBqXm+nkbrH/VBzFaVoTfVwgOR+paoRQrVRSoX","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6101","ENOUdWVUOQZQFETtGWVRRlgjQWMTXJtXj/TMTPa","sfTUVRUcdjVIJwXBAnTMQbZpxazWuI/X+CnTZUj"
"RzqRDMYetOIAyenUXHKjcqjTmqEWYRqSPVrxSQW","1185",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","UIrZQbDNahVhSwTWJyLrDzTwDhgYYMRMuWKhyjX","ubKdCVbNOeacfATNMWZjDxkHmpZbHhciPHtvVxH"
"/bs/llVMKZlVlmc+QXcNWtwtbwAfG+ZUqoCUEXF","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","nBDmRUEoqVxGSTtnzbZLYYQQYOmLSrXFSQ+EzjQ","WTKWOVRshWUQYhsSRWSZeJRVZnxWZFUVTZTvJLe"
"RPZDIaTMXThUmRRRTDHguZoziZGoUSpzwYYGuYT","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","NIdjJXVXNRFiilP+RoHVXXNs+IhnbFlTtFeYyIl","TkVxffwZNUotsFvXQQDEoWjStwapxoIjDQVFuRB"
"VmYPppUQTkWcPduZ/OYTYuPutIPckyVBxatGeAM","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","RPTZSjuawnHSUbZIBUThARVSNjVVuu/UjYaXalU","ZqibGvMfgEdzTpokfYSUerhWzSYsISUYHqOVQPA"
"fUD/gKYaVTNzIdUUnGogffOdKTJkgXvVzVL/eKh",,2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09C4011","XIRJyEZWuujNLYuPZYNFy+RoDKZlCtSrVRyrHeG","LVpXyACdckfXQBVNQGxVizFhZe/DcgWpmNKXTmW"
"sNZUldZwYEkNeCiVWfIKGVnhGzF+LuJOhRIbPwH","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","OGXIQndnLPzUyASQRRMWUWDPpnuXFeeLnFZXvCX","QJLMgxQZuxPUxQeytcxdKKQHr++kYIvsBPYUYXT"
"SKbkReUAUYTzZeOJIsqPNcvJMWcBVISrIuAtPml","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","MhjdCLwFLPmQTrHZfWDFpVG+BAZjFXuVRZE/hZW","EQXbKDyKHOeXATFpNKYmZFHUULIZSjOXefZONLP"
"XyvGpRzpBQtKisOsGRJcPYaetCcpUwfvjsabVXy","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5081","XZdTgAVclkuavYPOLySAsolxlGYQXAunVCHzrpe","CfWqVHjUwBkQGeCeUTvv+c/ZtPeysIyYZqyuJSW"
"VIYlyzRoBYKaVZrHTaVJVwfpX+YAaMWVLBHYezY","HAUS",2020-01-24T00:00:00,2020-09-16T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09C3401","XFQKdyWTVIGkoVAqQXvEvDmJmRMhWOWQQuOafjY","xHQckcQbXFqUTWzXnlKZYgjDYkBjUGrxxTvY+dY"
"dXtQZIDUTmDe+DgCatGGqHHNazQoxYZQrQnnPVN","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5485","PYewVXXiWqtpGRAOlKuHypcUgORQiuSrbJxaeiq","luzvgupfcPPHERkowKHZQbRRxcynUPdpVgubzjp"
"URSWmQcgvwtGSGhTYZZRFIDeWRmCRdUy/BQDXyZ","EINZ",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 535","Lebensmitteleinzelhandel","J09C5081","aqYGcFwzCudMjxFFZpRZFyDYJMOkTITiaUXLDXd","bYTqDSp/MvheLa+nCRdlwTUuZvKtXtTfxsxcAVl"
"fRiLWcXUCodHaTWscSwScxzzpiwDQdXWZRhmmap","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","tXlEYDUvTQiaHY+nVKowVazzaAKPl/SHX/nfCTX","KaLme/KZhlUeWxVsSacEwfVWGEQbpkWLGVUWAWc"
"pZxtcySTSSzQBEWSgkMZrThMuGUhqUZnNeRFkmG","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6501","YiS/jwG+N/DjmKYGRKgcHdQSrrCnBhVqcCpIyPu","oCTyVziplAJRJVTBWZXyjKJsQPTFFNHpXFYTKCi"
"fireL/ES/jHUuXWyXLfLNqLoDIeBJmOcXDkZBTG","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5082","TVlDfedgZ/AAGsAWtlVjhDERUxZTNGVRxNDiEgQ","CynsDOQwZPbsXGbVNWtWVdUGZUzUSXxb/MVdKwR"
"bR/QeuKOGKZgiPHOtkhhgdAaKTOrfkEagjyUnQY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6105","EKXXXpEfZAUWWSVrUElVwHbtNxzlSyQNrEoXEdk","SiBrdbETHiXzWJgXeKs/TTKUkYVGWqldQzuhONN"
"iBkSfWgpuPTvQYrcQvAukSGzUfqhUkDSEZYKpDc","BUER",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","KKA 740","Erbringung von DL überwiegend für Untern","J09C6502","URQZwRThhzSTQFvfXXWOZeCXpvObxFUPwUTcqMK","GKqAVcQEGGpbxkqQY+XmELMUFCZWVMS+RTOEKgA"
"YjeFUZ/pgrGLTpYsPFNhVUmvWfNjQjrhzJxRW+/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","DNWaYI+FgNYtAZCdXTIMwfbhTOAVlaZzdSWW/XT","pidPumxqpCWShWzSDfvVUEJHfRAOwnPAZjxLSOG"
"cJSHxSeELWVpRnXs/UkcufgeJAXWxokMmiFPmRY","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6503","FIYctYWjpiTOSETvMTCAdnWuYUYQtqGUHEMllIC","ElNkXYQihnAyBTbzkpDCnGRDYWRTCXPWGgZRlmp"
"EGaT/TiYpZzFUUeZOoMTATQQNqpPRoXeMTdYGSE","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","dRhuePRsfVVCkfoQjyvjsqcwSsLvRurKYMSxSJz","taSOdVrSDPaXoQSPcLrhDcUWUaNHQY+QMVkRBTZ"
"CKQxQbZBXaxIRjxRWyjLYdZNYldYSDmCLxtNQVK","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","rpaTPVsYSNF/SUebBISmbjJHexvISiPRFjoxlWt","kNnOSvpOWZZ/twtocWzbNaSeQOmXKRRiWuZ/aih"
"PVjuCYziYXVhekruRqcSWAUWf+NGouDLSXukLdl","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","nacGdEGXVNToCFitknirYcBgE/cXbyZJpRfYZAb","RVxrYPJH+XVhTGOYNMSxtBYwwDCZXYSfylZTtVg"
"'+ZRGSknpUzihabgRWPomOolKZxwlJxuRMAUjAKA","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5084","YypQMISTqMsXSQKASKWeqyDeOQjSVFxfTqspQkz","ypTmUBXbHvcKPkkHpuPQmr+UnXAUEwWCggOdVsg"
"xbJNXylyZSbQTaZOsEdnaXThD/loSWPIPDZgYeg","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C6504","dx/gWQUOGAEwxhjTNHYw/SuiHSOHcAcDTixzzZU","VOlLmgNWNNNecLxgw/JFiMZXPgkZDwTCYOoYbPp"
"ToTJYMURZWKiWmpj/eGJDbAvUvRxQLuwesWUVZp","1114",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C3401","RTWSNSiZmaoGpWYY+VZrVWLsvsZUdJLRe/vVQcu","SqYHyAZqTHiKoZPWHVYWbPVhSIL+PAcJX+OvluX"
"wIWMQZkDQoQZoVpoUSbpRJKXzDfWbwzrsvZiQY/","HAUS",2020-01-24T00:00:00,,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09C5401","WLVVhUKcuqrZBSBlxkXIddLVfin/koPXyESsuSX","glSEgAJXVWZBUWTkOTLsaXWIBHCSUnVBWqaRJrJ"
